SITUACION LABORAL,RANGO,SEXO,EDAD,DEPARTAMENTO,PROVINCIA,DISTRITO,PROFESION,MARCA,MODELO,PLAZA,COLOR,CARROCERIA,ASIENTOS,USO
INDEPENDIENTE,,FEMENINO,20,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN ADMINISTRACION,SUZUKI,GRAND NOMADE,LIMA,GRIS,SUV,5,PARTICULAR
INDEPENDIENTE,C,MASCULINO,20,SAN MARTIN,LAMAS,LAMAS,BACHILLER EN ADMINISTRACION,HONDA,WAVE 110S,TARAPOTO,BLANCO,MOTOCICLETA,2,
INDEPENDIENTE,C,MASCULINO,20,JUNIN,HUANCAYO,HUANCAYO,BACHILLER EN ADMINISTRACION,PREMIER,PR150GT,HUANCAYO,NEGRO,MOTOCICLETA,1,
INDEPENDIENTE,C,FEMENINO,32,LIMA,BARRANCA,BARRANCA,BACHILLER EN ADMINISTRACION,HONDA,HR-V,TRUJILLO,AZUL COSMIC,SUV,5,PARTICULAR
INDEPENDIENTE,C,MASCULINO,24,LIMA,LIMA,CARABAYLLO,BACHILLER EN ADMINISTRACION,YAMAHA,MT-03,LIMA,NEGRO,MOTOCICLETA,2,
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION,BAJAJ,PULSAR 135,LIMA,NEGRO,MOTOCICLETA,2,
INDEPENDIENTE,E,FEMENINO,20,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,BACHILLER EN ADMINISTRACION,TOYOTA,HILUX,LIMA,PLATA METALICO,SUV,,
INDEPENDIENTE,C,MASCULINO,20,HUANUCO,LEONCIO PRADO,RUPA-RUPA,BACHILLER EN ADMINISTRACION,BAJAJ,RE AUTORICKSHAW TORITO,TINGO MARIA,AZUL,TRIMOTO PASAJEROS,4,URBANO/INTERURBANO
INDEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,SAN ISIDRO,BACHILLER EN ADMINISTRACION,VOLVO,XC60,LIMA,NEGRO,SUV,5,
INDEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION,MAZDA,MAZDA 2,LIMA,ROJO,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION,BAJAJ,RE AUTORICKSHAW TORITO,LIMA,AZUL,TRIMOTO PASAJEROS,4,
INDEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,SAN ISIDRO,BACHILLER EN ADMINISTRACION,HYUNDAI,TUCSON,LIMA,PLATA,SUV,5,
INDEPENDIENTE,B,FEMENINO,20,LAMBAYEQUE,CHICLAYO,CHICLAYO,BACHILLER EN ADMINISTRACION,LIFAN,EQ3252GT7,TRUJILLO,BLANCO,SUV,,
INDEPENDIENTE,C,MASCULINO,20,SAN MARTIN,HUALLAGA,SAPOSOA,BACHILLER EN ADMINISTRACION,YAMAHA,XTZ125,TARAPOTO,NEGRO,MOTOCICLETA,2,
INDEPENDIENTE,B,FEMENINO,24,LIMA,LIMA,LA MOLINA,BACHILLER EN ADMINISTRACION,KIA,RIO,LIMA,GRIS GRAFITO,HATCHBACK,5,
INDEPENDIENTE,,FEMENINO,20,LIMA,HUARAL,SAN MIGUEL DE ACOS,BACHILLER EN ADMINISTRACION,MITSUBISHI,L200,LIMA,GUINDA,PICK UP,,PARTICULAR
INDEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION,CHEVROLET,CRUZE,LIMA,GRIS ACERO,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,50,LIMA,LIMA,LINCE,BACHILLER EN ADMINISTRACION,HYUNDAI,VERNA,LIMA,AZUL,SEDAN,5,PARTICULAR
INFORMAL,B,FEMENINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN ADMINISTRACION,VOLKSWAGEN,1300,LIMA,BEIGE,SEDAN,,
INFORMAL,A,FEMENINO,32,LIMA,LIMA,JESUS MARIA,BACHILLER EN ADMINISTRACION,SUZUKI,SWIFT,LIMA,AZUL,HATCHBACK,5,PARTICULAR
INFORMAL,,FEMENINO,24,ANCASH,HUARAZ,INDEPENDENCIA,BACHILLER EN ADMINISTRACION,ITALIKA,DS150,LIMA,ROJO,MOTOCICLETA,1,
INFORMAL,B,FEMENINO,25,CAJAMARCA,JAEN,JAEN,BACHILLER EN ADMINISTRACION,HONDA,WAVE 110S,JAEN,BLANCO,MOTOCICLETA,,
INFORMAL,A,FEMENINO,31,LIMA,LIMA,LA MOLINA,BACHILLER EN ADMINISTRACION,TOYOTA,TOWNACE SUPER SW,LIMA,BLANCO,,,
DEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION -,SUZUKI,SWIFT,LIMA,BLANCO,HATCHBACK,,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,BARRANCA,BARRANCA,BACHILLER EN ADMINISTRACION -,ALESIN,RTM200AXR,LIMA,ROJO,MOTOCICLETA,2,
INDEPENDIENTE,RURAL,MASCULINO,30,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,BACHILLER EN ADMINISTRACION -,HONDA,CB125F,TARAPOTO,NEGRO,MOTOCICLETA,,
DEPENDIENTE,,MASCULINO,20,ANCASH,HUARAZ,INDEPENDENCIA,BACHILLER EN ADMINISTRACION ADMINISTRACION,RAUDO,VELOZ,LIMA,AZUL,MOTOCICLETA,,
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,BARRANCO,BACHILLER EN ADMINISTRACION ADMINISTRACION,MAZDA,MAZDA 3,LIMA,PLATA,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION ADMINISTRACION,JEEP,COMPASS SPORT,LIMA,NEGRO,SUV,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LINCE,BACHILLER EN ADMINISTRACION ADMINISTRACION,MERCEDES-BENZ,GLA 200,LIMA,PLATA,SUV,5,PARTICULAR
INFORMAL,B,FEMENINO,31,LIMA,LIMA,SAN MIGUEL,BACHILLER EN ADMINISTRACION ADMINISTRACION,SUZUKI,SWIFT,LIMA,NEGRO,SEDAN,5,PARTICULAR
INDEPENDIENTE,D,FEMENINO,25,LIMA,LIMA,LA VICTORIA,BACHILLER EN ADMINISTRACION BACHILLER EN ADMINISTR,DODGE,SPIRIT,LIMA,BLANCO,MULTIPROPOSITO,,
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER EN ADMINISTRACION CON MENCION EN DIRECCI,NISSAN,BLUEBIRD,LIMA,PLATA METALICO,SEDAN,,
DEPENDIENTE,D,MASCULINO,30,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLKSWAGEN,1300,LIMA,ROJO,SEDAN,,
DEPENDIENTE,,MASCULINO,20,LAMBAYEQUE,CHICLAYO,CHICLAYO,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLKSWAGEN,1300,LIMA,ORO METALICO,SEDAN,,
DEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,JEEP,COMPASS LIMITED,LIMA,ROJO,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,30,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,BACHILLER EN ADMINISTRACION DE EMPRESAS,SUBARU,FORESTER,LIMA,BLANCO CRISTAL PERLADO,SUV,5,
DEPENDIENTE,A,MASCULINO,50,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,CHEVROLET,AVEO,LIMA,PLATA,SEDAN,,PARTICULAR
DEPENDIENTE,A,FEMENINO,21,LIMA,LIMA,LA MOLINA,BACHILLER EN ADMINISTRACION DE EMPRESAS,HYUNDAI,NEW TUCSON,LIMA,NEGRO,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,31,AREQUIPA,AREQUIPA,PAUCARPATA,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLVO,C30,LIMA,AZUL,HATCHBACK,4,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LORETO,MAYNAS,IQUITOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,HERO,HUNK,MAYNAS,ROJO NEGRO,MOTOCICLETA,2,
DEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,CERRO COLORADO,BACHILLER EN ADMINISTRACION DE EMPRESAS,CHEVROLET,ONIX,AREQUIPA,BLANCO SUMMIT,,5,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE EMPRESAS,MAZDA,626 DX,LIMA,GRIS OSCURO,SEDAN,,PARTICULAR
DEPENDIENTE,C,MASCULINO,30,LAMBAYEQUE,CHICLAYO,CHICLAYO,BACHILLER EN ADMINISTRACION DE EMPRESAS,HYUNDAI,NEW TUCSON,CHICLAYO,BLANCO PERLA,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LA VICTORIA,BACHILLER EN ADMINISTRACION DE EMPRESAS,SUZUKI,VITARA,LIMA,NEGRO BLANCO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LIMA,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLKSWAGEN,TIGUAN,LIMA,VERDE OSCURO,SUV,7,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,RIMAC,BACHILLER EN ADMINISTRACION DE EMPRESAS,KIA,RIO,LIMA,AZUL PROFUNDO,SEDAN,5,
DEPENDIENTE,B,MASCULINO,20,AREQUIPA,AREQUIPA,SACHACA,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLKSWAGEN,TIGUAN,LIMA,BLANCO PURO,SUV,5,
DEPENDIENTE,D,FEMENINO,20,LORETO,MAYNAS,SAN JUAN BAUTISTA,BACHILLER EN ADMINISTRACION DE EMPRESAS,HONDA,NAVI,MAYNAS,ROJO,MOTOCICLETA,2,
DEPENDIENTE,B,MASCULINO,32,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,BACHILLER EN ADMINISTRACION DE EMPRESAS,CHEVROLET,CRUZE,LIMA,GRIS,HATCHBACK,5,PARTICULAR
DEPENDIENTE,E,FEMENINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN ADMINISTRACION DE EMPRESAS,KIA,CERATO,LIMA,PLATA,SEDAN,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION DE EMPRESAS,TOYOTA,SPRINTER MARINO,LIMA,TURQUEZA OSCURO,,,PARTICULAR
DEPENDIENTE,RURAL,MASCULINO,20,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,BACHILLER EN ADMINISTRACION DE EMPRESAS,BAJAJ,PULSAR,JAEN,AZUL NEGRO,MOTOCICLETA,2,
DEPENDIENTE,,MASCULINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLKSWAGEN,GOL SEDAN COMFORT 1.6 AUT,LIMA,GRIS EXTREMO,SEDAN,5,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,PUNO,PUNO,PUNO,BACHILLER EN ADMINISTRACION DE EMPRESAS,YAMAHA,FZS FI,AREQUIPA,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE EMPRESAS,BMW,X3,LIMA,VERDE HIGHLAND METALIZADO,SUV,,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,ATE,BACHILLER EN ADMINISTRACION DE EMPRESAS,MAZDA,MAZDA 2,LIMA,PLATA,HATCHBACK,5,
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,JESUS MARIA,BACHILLER EN ADMINISTRACION DE EMPRESAS,MAZDA,MAZDA 3,LIMA,ROJO,SEDAN,,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN ADMINISTRACION DE EMPRESAS,KIA,SPORTAGE,LIMA,NEGRO,SUV,,PARTICULAR
DEPENDIENTE,C,FEMENINO,25,LORETO,MAYNAS,IQUITOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,LIFAN,LF150F,TARAPOTO,ROJO,MOTOCICLETA,2,
DEPENDIENTE,B,MASCULINO,25,LIMA,LIMA,CARABAYLLO,BACHILLER EN ADMINISTRACION DE EMPRESAS,HONDA,HR-V,LIMA,PLATA SILVER,SUV,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,HONDA,NAVI,LIMA,BLANCO,MOTOCICLETA,2,PARTICULAR
INDEPENDIENTE,D,MASCULINO,20,HUANUCO,LEONCIO PRADO,RUPA-RUPA,BACHILLER EN ADMINISTRACION DE EMPRESAS,BAJAJ,PULSAR NS200,HUANUCO,NEGRO,MOTOCICLETA,2,
INDEPENDIENTE,,MASCULINO,10,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN ADMINISTRACION DE EMPRESAS,TOYOTA,COROLLA,LIMA,BLANCO,SEDAN,,
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION DE EMPRESAS,VOLKSWAGEN,UP!,LIMA,BLANCO CRISTAL,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,A,FEMENINO,31,PIURA,PIURA,CASTILLA,BACHILLER EN ADMINISTRACION DE EMPRESAS,BRILLIANCE,V5,LIMA,BLANCO,SUV,5,
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE EMPRESAS,MERCEDES-BENZ,C 200 CGI BLUE EFFICIENCY,LIMA,BLANCO,SEDAN,,PARTICULAR
INDEPENDIENTE,B,FEMENINO,20,MOQUEGUA,ILO,ILO,BACHILLER EN ADMINISTRACION DE EMPRESAS,TOYOTA,HILUX,AREQUIPA,BLANCO,PICK UP,5,CARGA/TRANSPORTE
INDEPENDIENTE,,MASCULINO,25,LORETO,MAYNAS,IQUITOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,HONDA,CBF150,MAYNAS,PLATA,MOTOCICLETA,,PARTICULAR
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,LIMA,BACHILLER EN ADMINISTRACION DE EMPRESAS,NISSAN,KICKS,LIMA,BLANCO PERLA,SUV,,PARTICULAR
INDEPENDIENTE,B,FEMENINO,32,LORETO,MAYNAS,IQUITOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,YAMAHA,XTZ125,MAYNAS,BLANCO,MOTOCICLETA,2,
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,LA VICTORIA,BACHILLER EN ADMINISTRACION DE EMPRESAS,MG,MG3,LIMA,AZUL,HATCHBACK,5,PARTICULAR
INDEPENDIENTE,C,MASCULINO,20,LORETO,MAYNAS,MAZAN,BACHILLER EN ADMINISTRACION DE EMPRESAS,HONDA,CBF110 MC,MAYNAS,ROJO,MOTOCICLETA,2,
INDEPENDIENTE,B,MASCULINO,23,AREQUIPA,AREQUIPA,SOCABAYA,BACHILLER EN ADMINISTRACION DE EMPRESAS,HYUNDAI,VERNA,AREQUIPA,PLATA,SEDAN,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,31,AREQUIPA,ISLAY,PUNTA DE BOMBON,BACHILLER EN ADMINISTRACION DE EMPRESAS,MAZDA,MAZDA 3i,AREQUIPA,BLANCO,SEDAN,5,PARTICULAR
INDEPENDIENTE,RURAL,MASCULINO,20,AREQUIPA,AREQUIPA,PAUCARPATA,BACHILLER EN ADMINISTRACION DE EMPRESAS,NISSAN,SENTRA,AREQUIPA,NEGRO,SEDAN,5,
INDEPENDIENTE,C,FEMENINO,31,CAJAMARCA,JAEN,JAEN,BACHILLER EN ADMINISTRACION DE EMPRESAS,MOTOKAR,GL150,JAEN,AZUL PLATA,TRIMOTO PASAJEROS,,
INFORMAL,C,FEMENINO,25,LIMA,LIMA,PACHACAMAC,BACHILLER EN ADMINISTRACION DE EMPRESAS,SUZUKI,APV,LIMA,GRIS GRAFITO,MULTIPROPOSITO,8,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER EN ADMINISTRACION DE NEGOCIOS,DAEWOO,TICO,LIMA,AMARILLO SETAME,HATCHBACK,,
DEPENDIENTE,A,FEMENINO,31,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,BACHILLER EN ADMINISTRACION DE NEGOCIOS,SUZUKI,SWIFT,LIMA,BLANCO,HATCHBACK,,
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION DE NEGOCIOS,SUZUKI,FD 110,MADRE DE DIOS,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,CAÑETE,MALA,BACHILLER EN ADMINISTRACION DE NEGOCIOS,HONDA,NAVI,LIMA,NEGRO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER EN ADMINISTRACION DE NEGOCIOS,KIA,SPORTAGE,LIMA,AZUL MERCURIO,SUV,5,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN ADMINISTRACION DE NEGOCIOS,NISSAN,QASHQAI,LIMA,GRIS METALICO,SUV,,PARTICULAR
INDEPENDIENTE,B,FEMENINO,50,LIMA,LIMA,LIMA,BACHILLER EN ADMINISTRACION DE NEGOCIOS,CHERY,ARRIZO 3,LIMA,NEGRO AZABACHE,SEDAN,5,PARTICULAR
INDEPENDIENTE,C,MASCULINO,30,LIMA,LIMA,LA VICTORIA,BACHILLER EN ADMINISTRACION DE NEGOCIOS,TOYOTA,YARIS,LIMA,PLATA METALICO,SEDAN,,PARTICULAR
INDEPENDIENTE,C,FEMENINO,24,PIURA,TALARA,EL ALTO,BACHILLER EN ADMINISTRACION DE NEGOCIOS,NISSAN,AD,LIMA,AZUL,STATION WAGON,,
INDEPENDIENTE,D,MASCULINO,20,HUANCAVELICA,TAYACAJA,COLCABAMBA,BACHILLER EN ADMINISTRACION DE NEGOCIOS,NISSAN,AD,LIMA,PLATA,STATION WAGON,,PARTICULAR
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN ADMINISTRACION DE NEGOCIOS,KIA,RIO,LIMA,NEGRO,SEDAN,5,PARTICULAR
INDEPENDIENTE,D,FEMENINO,20,ICA,CHINCHA,SUNAMPE,BACHILLER EN ADMINISTRACION DE NEGOCIOS,HONDA,ELITE,ICA,AZUL,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,BREÑA,BACHILLER EN ADMINISTRACION DE NEGOCIOS GLOBALES,MG,350,LIMA,NEGRO,SEDAN,5,PARTICULAR
DEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,MAGDALENA DEL MAR,BACHILLER EN ADMINISTRACION DE NEGOCIOS GLOBALES,GEELY,GX3,LIMA,ANARANJADO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LIMA,BACHILLER EN ADMINISTRACION DE NEGOCIOS GLOBALES,NISSAN,KICKS,LIMA,BLANCO PERLA,SUV,,PARTICULAR
DEPENDIENTE,A,MASCULINO,33,LIMA,LIMA,LA MOLINA,BACHILLER EN ADMINISTRACION DE NEGOCIOS GLOBALES,VOLKSWAGEN,JETTA,LIMA,NEGRO PERLADO,SEDAN,5,
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE NEGOCIOS GLOBALES,NISSAN,KHLB11-F,LIMA,CELESTE METALICO,VOLQUETE,,
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,VOLKSWAGEN,GOL SEDAN,LIMA,GRIS PLATINO,SEDAN,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,ITALIKA,GSC175,LIMA,AZUL,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,C,MASCULINO,33,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,MAZDA,323 4DR 1.6L GLX,LIMA,ROJO METALICO,SEDAN,,PARTICULAR
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,LA MOLINA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,KIA,SORENTO,LIMA,PLATA BRILLANTE,SUV,,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,BREÑA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,NISSAN,VERSA,LIMA,GRIS AMATISTA,SEDAN,5,
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SURQUILLO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,TOYOTA,AVENSIS 2.0 GSL,LIMA,PLATA OSCURO METALICO,SEDAN,,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,CHANGAN,CS15,LIMA,PLATA,SUV,5,
DEPENDIENTE,,MASCULINO,20,LIMA,LIMA,SANTA ANITA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,HYUNDAI,i20,LIMA,GRIS OSCURO,SUV,5,PARTICULAR
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,JINBEI,F50,LIMA,BLANCO,MULTIPROPOSITO,7,PARTICULAR
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SURQUILLO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,HYUNDAI,ELANTRA,LIMA,PLATA METALIZADO,SEDAN,5,PARTICULAR
DEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,NISSAN,QASHQAI,LIMA,PLATA METALICO,SUV,,PARTICULAR
DEPENDIENTE,B,MASCULINO,32,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,YAMAHA,FZ25,LIMA,BLANCO,MOTOCICLETA,2,PARTICULAR
DEPENDIENTE,C,MASCULINO,31,LIMA,LIMA,EL AGUSTINO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,JINCHENG,JC150-15J,LIMA,ROJO NEGRO,MOTOCICLETA,2,
DEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,COMAS,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,SUZUKI,SWIFT,LIMA,ROJO,SEDAN,5,PARTICULAR
DEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,HYUNDAI,GRAND i10,LIMA,NEGRO,SEDAN,5,PARTICULAR
INDEPENDIENTE,,FEMENINO,32,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,RENAULT,DUSTER,LIMA,VERDE AMAZONIA,SUV,,
INDEPENDIENTE,C,MASCULINO,20,LIMA,LIMA,COMAS,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,CHEVROLET,CAPTIVA,LIMA,NEGRO,SUV,7,
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,LIMA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,HYUNDAI,ACCENT,LIMA,PLATA METALICO,SEDAN,5,PARTICULAR
INDEPENDIENTE,B,FEMENINO,20,LAMBAYEQUE,CHICLAYO,CHICLAYO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,YAMAHA,CRYPTON,MOYOBAMBA,NEGRO,MOTOCICLETA,2,
INDEPENDIENTE,C,FEMENINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,MITSUBISHI,OUTLANDER,LIMA,GRIS OSCURO METALICO,SUV,5,PARTICULAR
INDEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,DFSK,K07II MINIVAN,LIMA,AZUL,MICROBUS,11,PARTICULAR
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,HONDA,WAVE 110S,TINGO MARIA,GRIS MATE,MOTOCICLETA,2,
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,KIA,RIO,LIMA,PLATA BRILLANTE,SEDAN,5,
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,COMAS,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,HYUNDAI,EXCEL L,LIMA,BLANCO,,,PARTICULAR
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,LA VICTORIA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,CHANGAN,CS15,LIMA,ROJO,SUV,5,PARTICULAR
INFORMAL,C,FEMENINO,20,TACNA,TACNA,TACNA,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,TOYOTA,CARINA AT150,AREQUIPA,BLANCO,SEDAN,,
DEPENDIENTE,B,MASCULINO,31,LIMA,LIMA,MAGDALENA DEL MAR,BACHILLER EN ADMINISTRACION DE SERVICIOS,ITALIKA,NEW CS125,LIMA,ROJO,MOTOCICLETA,2,
DEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,LINCE,BACHILLER EN ADMINISTRACION DE SERVICIOS,HYUNDAI,MATRIX,LIMA,NEGRO,HATCHBACK,,PARTICULAR
INDEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MIRAFLORES,BACHILLER EN ADMINISTRACION DE SERVICIOS,VOLKSWAGEN,TIGUAN,LIMA,AZUL ATLANTICO,SUV,7,PARTICULAR
DEPENDIENTE,,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ADMINISTRACION DE TURISMO,HONDA,CB125F,LIMA,NEGRO,MOTOCICLETA,2,PARTICULAR
