SITUACION LABORAL,RANGO,SEXO,EDAD,DEPARTAMENTO,PROVINCIA,DISTRITO,PROFESION,MARCA,MODELO,PLAZA,COLOR,CARROCERIA,ASIENTOS,USO,COT
INDEPENDIENTE,B,FEMENINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,,CHERY,TIGGO 2,CAJAMARCA,BLANCO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,,TOYOTA,RAV4,TRUJILLO,ROJO MICA METALICO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,,TOYOTA,AGYA,TRUJILLO,ANARANJADO METALICO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,,DFSK,GLORY,LIMA,AZUL,SUV,7,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SAN BORJA,,TOYOTA,AVANZA,LIMA,DORADO METALICO,MULTIPROPOSITO,7,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,,VOLKSWAGEN,TIGUAN,LIMA,GRIS PLATINO,SUV,7,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,,MAZDA,CX-30,TRUJILLO,GRIS POLY METAL,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,,HYUNDAI,EON,CHICLAYO,ROJO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,COMAS,,DONGFENG,SX6,LIMA,ROJO,SUV,7,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,MAGDALENA DEL MAR,,KIA,PICANTO,LIMA,BLANCO CLARO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,JUNIN,HUANCAYO,HUANCAYO,,NISSAN,VERSA,HUANCAYO,ROJO METALICO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SANTA ANITA,,INTERNATIONAL,9200I SBA 6X4,LIMA,ROJO,REMOLCADOR,2,CARGA/TRANSPORTE,0
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LA MOLINA,,SHENGLI,SL300ZH-1,LIMA,AZUL,TRIMOTO CARGA,3,CARGA/TRANSPORTE,0
INDEPENDIENTE,B,MASCULINO,20,JUNIN,HUANCAYO,HUANCAYO,,HONDA,WR-V,HUANCAYO,PLATA SILVER,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,LIMA,,MAZDA,CX-3,LIMA,AZUL,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SANTA ANITA,,GREAT WALL,WINGLE 5,LIMA,NEGRO,PICK UP,5,CARGA/TRANSPORTE,0
INDEPENDIENTE,B,FEMENINO,30,ICA,ICA,ICA,,MITSUBISHI,L200,LIMA,GRIS GRAFITO METALICO,PICK UP,5,CARGA/TRANSPORTE,0
INDEPENDIENTE,B,FEMENINO,20,ICA,ICA,SANTIAGO,,VOLKSWAGEN,GOL,LIMA,PLATA SIRIUS,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,ICA,ICA,LA TINGUIÑA,,DAEWOO,MATIZ,ICA,PLATA,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,ICA,CHINCHA,CHINCHA ALTA,,SHINERAY,T50,LIMA,BLANCO,BARANDA ,2,CARGA/TRANSPORTE,0
INDEPENDIENTE,B,FEMENINO,30,ICA,ICA,ICA,,CHEVROLET,SPARK,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,ATE,,TOYOTA,RAV4,LIMA,PLATA METALICO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,HUANUCO,HUANUCO,AMARILIS,,VOLKSWAGEN,CROSSFOX,LIMA,BLANCO CRISTAL,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,MIRAFLORES,,HYUNDAI,TUCSON,LIMA,GUINDA,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,50,LIMA,LIMA,LINCE,,HYUNDAI,CRETA,LIMA,AZUL,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,MAGDALENA DEL MAR,,HYUNDAI,SANTA FE,LIMA,NEGRO,SUV,7,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,,MAZDA,CX-3,AREQUIPA,ROJO CRISTAL,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,,NISSAN,SENTRA,LIMA,PLATA,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,MG,MG3,LIMA,DORADO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,LIFAN,LF7132,LIMA,PLATA,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,PUEBLO LIBRE,,HONDA,HR-V,LIMA,BLANCO TAFFETA,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,,HYUNDAI,TUCSON,LIMA,GRIS OSCURO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,,BYD,F3,LIMA,NEGRO,SEDAN,5,TAXI,0
INDEPENDIENTE,B,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,BYD,F3,LIMA,NEGRO,SEDAN,5,URBANO/INTERURBANO,0
INDEPENDIENTE,B,MASCULINO,30,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,CHEVROLET,GROOVE,LIMA,GRIS TUNGSTENO MET,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,CHEVROLET,SAIL,LIMA,NEGRO,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,VOLKSWAGEN,JETTA,LIMA,PLATA LUNA,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,,TOYOTA,CAMRY,LIMA,NEGRO,CONVERTIBLE,2,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,32,LIMA,LIMA,COMAS,,GREAT WALL,VOLEEX  C10,LIMA,PLATA,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,52,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,SUZUKI,VITARA,LIMA,ROJO NEGRO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,,CHERY,BEAT,LIMA,AZUL CLARO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,CAJAMARCA,CAJAMARCA,CAJAMARCA,,TOYOTA,ETIOS,LIMA,BLANCO,SEDAN,5,TAXI,0
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LA MOLINA,,NISSAN,TIIDA,LIMA,ROJO METALICO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,CAJAMARCA,CONTUMAZA,YONAN,,SOUEAST,DX3,TRUJILLO,GRIS,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,,HYUNDAI,GRAND i10,TRUJILLO,GRIS,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SAN ISIDRO,,SUBARU,NEW XV 2.0I AWD CVT LIMITED,LIMA,BLANCO METALICO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,AREQUIPA,AREQUIPA,CERRO COLORADO,,KIA,PICANTO,AREQUIPA,ROJO SEÑAL,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,50,AREQUIPA,AREQUIPA,PAUCARPATA,,JEEP,PATRIOT,AREQUIPA,PLATA,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,PAUCARPATA,,HYUNDAI,i20,AREQUIPA,BLANCO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,AREQUIPA,AREQUIPA,SABANDIA,,JAC,S3,AREQUIPA,BLANCO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,AREQUIPA,AREQUIPA,AREQUIPA,,VOLKSWAGEN,BORA 2.0 TRENDLINE MEC,TRUJILLO,PLATA REFLEX,SEDAN,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,30,AREQUIPA,AREQUIPA,YANAHUARA,,KIA,PICANTO,AREQUIPA,PLATA TITANIO,HATCHBACK,5,PARTICULAR,0
INDEPENDIENTE,B,MASCULINO,20,AREQUIPA,AREQUIPA,AREQUIPA,,HYUNDAI,CRETA,AREQUIPA,GRIS OSCURO,SUV,5,PARTICULAR,0
INDEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,MARIANO MELGAR,BACHILLER EN CIENCIAS DE LA COMUNICACION SOCIAL,KIA,PICANTO,AREQUIPA,AZUL CIELO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN CIENCIAS DE LA EDUCACION TECNOLOGIA D,NISSAN,TIIDA,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,22,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS ECONOMICAS,MG,MG ZX,LIMA,AZUL,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LOS OLIVOS,BACHILLER EN CIENCIAS FINANCIERAS Y CONTABLES,MG,MG HS,TACNA,BLANCO PERLA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LA MOLINA,BACHILLER EN CIENCIAS FINANCIERAS Y CONTABLES,VOLKSWAGEN,BORA,LIMA,BEIGE METALICO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS INDUSTRIAS ALIMENTARIAS,VOLVO,XC40,LIMA,BLANCO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN CIENCIAS INGENIERIA DE SISTEMAS,RENAULT,CAPTUR,LIMA,BLANCO GLACIAR,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,MIRAFLORES,BACHILLER EN CIENCIAS MILITARES MENCION: ADMINISTR,TOYOTA,COROLLA,LIMA,GUINDA,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN CIENCIAS SOCIALES ESPECIALIDAD ARQUEO,HYUNDAI,ATOS,LIMA,GRIS,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CONTABILIDAD,HYUNDAI,GRAND i10,LIMA,ROJO OSCURO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,BREÑA,BACHILLER EN CONTABILIDAD,MG,350,LIMA,GRIS OSCURO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,HUARAL,HUARAL,BACHILLER EN CONTABILIDAD,RENAULT,DUSTER,LIMA,GRIS ESTRELLA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN CONTABILIDAD -,VOLKSWAGEN,CROSSFOX,LIMA,NEGRO NINJA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,BACHILLER EN DERECHO,SUZUKI,SWIFT,LIMA,AZUL,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,32,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN DERECHO,HONDA,CIVIC,LIMA,PLATA ALABASTRO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,BACHILLER EN DERECHO,FOTON,PX 31 DUAL,LIMA,BLANCO,MULTIPROPOSITO,8,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,32,LIMA,LIMA,PUENTE PIEDRA,BACHILLER EN DERECHO,MG,MG 5,LIMA,AZUL,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN DERECHO,MERCEDES-BENZ,C 180,LIMA,AZUL,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,AREQUIPA,BACHILLER EN DERECHO GESTION PUBLICA,CHANGAN,CX20,AREQUIPA,BLANCO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,AREQUIPA,AREQUIPA,SOCABAYA,BACHILLER EN DERECHO Y CIENCIA POLITICA,HYUNDAI,NEW TUCSON,AREQUIPA,GUINDA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SAN LUIS,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,VOLVO,XC40,LIMA,NEGRO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,ATE,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,HONDA,NAVI,LIMA,ROJO,,2,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,32,LIMA,LIMA,LA MOLINA,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,SUZUKI,SWIFT,LIMA,PLATA,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,ICA,NAZCA,NAZCA,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,TOYOTA,RN50L-KRA,LIMA,NEGRO,PICK UP,5,CARGA/TRANSPORTE,1
INDEPENDIENTE,B,MASCULINO,20,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,RENAULT,OROCH,CHICLAYO,ROJO FUEGO,PICK UP,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN ECONOMIA,MERCEDES-BENZ,GLA 180,LIMA,NEGRO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,PIURA,PIURA,LA ARENA,BACHILLER EN ECONOMIA,TOYOTA,RAV4,PIURA,TURQUEZA                       METALICO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN ECONOMIA,HONDA,HR-V,LIMA,AZUL COSMIC,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,PIURA,PIURA,CASTILLA,BACHILLER EN ECONOMIA,NISSAN,PB12M-HFZ4,PIURA,DORADO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,BACHILLER EN EDUCACION,NISSAN,AD,LIMA,PLATA,STATION WAGON,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,31,LIMA,LIMA,SAN MIGUEL,BACHILLER EN EDUCACION,KIA,SOLUTO,TACNA,PLATA TITANIO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LIMA,BACHILLER EN EDUCACION,KIA,SPORTAGE,AREQUIPA,PLATA MINERAL,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,JUNIN,HUANCAYO,CHILCA,BACHILLER EN ENFERMERIA,CHEVROLET,TRACKER,HUANCAYO,GRIS ACERO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MIGUEL,BACHILLER EN ENFERMERIA,HYUNDAI,CRETA,LIMA,PLATA METALIZADO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,HUAURA,HUALMAY,BACHILLER EN ENFERMERIA,HONDA,HR-V,LIMA,PLATA SILVER,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,PUENTE PIEDRA,BACHILLER EN ENFERMERIA,SUZUKI,LIANA,LIMA,ROJO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,MIRAFLORES,BACHILLER EN ESTOMATOLOGIA,MITSUBISHI,MIRAGE,LIMA,GRIS OSCURO METALICO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN ESTOMATOLOGIA,KIA,RIO,LIMA,ROJO FUEGO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,LA VICTORIA,BACHILLER EN ESTOMATOLOGIA,HONDA,PILOT,LIMA,NEGRO CRYSTAL,SUV,8,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN ESTOMATOLOGIA,TOYOTA,YARIS,LIMA,AZUL GRISACEO METALICO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,BACHILLER EN ESTOMATOLOGIA,JAC,S3,LIMA,PLATA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LORETO,UCAYALI,PADRE MARQUEZ,BACHILLER EN ESTOMATOLOGIA,KIA,RIO,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN FARMACIA Y BIOQUIMICA,HYUNDAI,ACCENT,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,25,PIURA,PIURA,CASTILLA,BACHILLER EN HISTORIA Y GESTION CULTURAL,CHANGAN,CS15,LIMA,NEGRO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LA LIBERTAD,ASCOPE,CASA GRANDE,BACHILLER EN INGENIERIA AGRICOLA,HYUNDAI,NEW TUCSON,PIURA,BLANCO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN INGENIERIA CIVIL,NISSAN,KICKS,LIMA,AZUL ELECTRICO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,32,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN INGENIERIA CIVIL,CHEVROLET,CAPTIVA,TRUJILLO,BLANCO PERLA,SUV,7,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,CUSCO,CUSCO,CUSCO,BACHILLER EN INGENIERIA CIVIL,KIA,SORENTO,LIMA,BLANCO CLARO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN INGENIERIA CIVIL,TOYOTA,YARIS,PIURA,BLANCO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LIMA,BACHILLER EN INGENIERIA DE SISTEMAS,HYUNDAI,GRAND i10,LIMA,GRIS OSCURO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,51,LIMA,LIMA,CHORRILLOS,BACHILLER EN INGENIERIA DE SISTEMAS,NISSAN,WING ROAD,LIMA,BLANCO,STATION WAGON,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,50,LIMA,LIMA,RIMAC,BACHILLER EN INGENIERIA DE SISTEMAS E INFORMATICA,HYUNDAI,ELANTRA,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,CERRO COLORADO,BACHILLER EN INGENIERIA DE SISTEMAS E INFORMATICA,TOYOTA,ETIOS,AREQUIPA,BEIGE MICA,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,SAN MIGUEL,BACHILLER EN INGENIERIA ELECTRONICA,CHEVROLET,SPARK,LIMA,PLATA,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,LIMA,LIMA,LOS OLIVOS,BACHILLER EN INGENIERIA INDUSTRIAL,PEUGEOT,406 SR,LIMA,VERDE SHERWOOD,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,MAGDALENA DEL MAR,BACHILLER EN INGENIERIA INDUSTRIAL,GREAT WALL,GREAT WALL M4,LIMA,PLATA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,BACHILLER EN INGENIERIA INDUSTRIAL,KIA,RIO,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SURQUILLO,BACHILLER EN INGENIERIA INDUSTRIAL,CHERY,TIGGO 2 PRO,LIMA,GRIS,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,LIMA,BACHILLER EN INGENIERIA INDUSTRIAL,HYUNDAI,ELANTRA,LIMA,PLATA METALIZADO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,31,AREQUIPA,AREQUIPA,SOCABAYA,BACHILLER EN INGENIERIA INDUSTRIAL,FORD,ESCAPE,LIMA,PLATA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN INGENIERIA INDUSTRIAL,CHANGAN,CS15,LIMA,BLANCO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,COMAS,BACHILLER EN INGENIERIA MECANICA,CHEVROLET,SAIL,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,30,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN MEDICINA,SSANG YONG,KORANDO,CAJAMARCA,GRIS PLATINIUM,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN MEDICINA,HYUNDAI,GRAND i10,LIMA,BLANCO,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN MEDICINA,FORD,ECOSPORT,LIMA,BLANCO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,AREQUIPA,BACHILLER EN MEDICINA HUMANA,VOLKSWAGEN,JETTA,AREQUIPA,AZUL SEDA,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,INDEPENDENCIA,BACHILLER EN NEGOCIOS INTERNACIONALES,KIA,SOUL,LIMA,ROJO ESCARLATA,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,BACHILLER EN NEGOCIOS INTERNACIONALES,TOYOTA,EL50L-AEMDS,CHICLAYO,VERDE OSCURO METALICO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,BARRANCO,BACHILLER EN NUTRICION Y DIETETICA,TOYOTA,RAV4,LIMA,ROJO MICA METALICO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SAN LUIS,BACHILLER EN OBSTETRICIA,SUZUKI,GRAND NOMADE,LIMA,NEGRO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN OBSTETRICIA,TOYOTA,LAND CRUISER PRADO TX-L 2.7 M/T,CAJAMARCA,TURQUESA OSCURO                MICA,,7,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,31,PIURA,PIURA,CASTILLA,BACHILLER EN OBSTETRICIA,KIA,SPORTAGE,LIMA,PLATA MINERAL,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,AMAZONAS,BAGUA,ARAMANGO,BACHILLER EN OBSTETRICIA,NISSAN,KICKS,CHICLAYO,GRIS METALICO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,32,LIMA,LIMA,PUEBLO LIBRE,BACHILLER EN ODONTOLOGIA,KIA,RIO,LIMA,GRIS URBANO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,SAN ISIDRO,BACHILLER EN ODONTOLOGIA,VOLKSWAGEN,BORA 2.0 TRENDLINE MEC,LIMA,MARRON METALICO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LIMA,LIMA,CARABAYLLO,BACHILLER EN ODONTOLOGIA,SUZUKI,BALENO,LIMA,AZUL,HATCHBACK,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,RIMAC,BACHILLER EN ODONTOLOGIA,SUBARU,NEW XV 2.0i AWD MT,LIMA,NEGRO PERLADO,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,20,LIMA,LIMA,RIMAC,BACHILLER EN ODONTOLOGIA,TOYOTA,HILUX 4X4 C/D 3.0 STD DSL  A/B,LIMA,GRIS OSCURO METALICO,,5,CARGA/TRANSPORTE,1
INDEPENDIENTE,B,FEMENINO,20,AREQUIPA,AREQUIPA,PAUCARPATA,BACHILLER EN ODONTOLOGIA,BYD,NEW F3,LIMA,ROJO,SEDAN,5,PARTICULAR,1
INDEPENDIENTE,B,MASCULINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN ODONTOLOGIA,HONDA,WR-V,LIMA,GRIS STEEL,SUV,5,PARTICULAR,1
INDEPENDIENTE,B,FEMENINO,30,LA LIBERTAD,CHEPEN,CHEPEN,BACHILLER EN PERIODISMO,RENAULT,SANDERO,CHICLAYO,ROJO VIVO,HATCHBACK,5,PARTICULAR,1
