SITUACION LABORAL,RANGO,SEXO,EDAD,DEPARTAMENTO,PROVINCIA,DISTRITO,PROFESION,MARCA,MODELO,PLAZA,COLOR,CARROCERIA,ASIENTOS,USO,COT
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN ADMINISTRACION,VOLKSWAGEN,TIGUAN,LIMA,GRIS PLATINO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,MIRAFLORES,BACHILLER EN ADMINISTRACION,JEEP,COMPASS,LIMA,GRIS,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,33,LAMBAYEQUE,CHICLAYO,CHICLAYO,BACHILLER EN ADMINISTRACION,HYUNDAI,ACCENT,CHIMBOTE,BLANCO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION,VOLKSWAGEN,TIGUAN,LIMA,NEGRO PERLADO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MIRAFLORES,BACHILLER EN ADMINISTRACION,JEEP,COMPASS SPORT,LIMA,NEGRO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,31,ICA,ICA,ICA,BACHILLER EN ADMINISTRACION,VOLKSWAGEN,GOL SEDAN,LIMA,GRIS PLATINO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,AREQUIPA,AREQUIPA,YANAHUARA,BACHILLER EN ADMINISTRACION DE EMPRESAS,JAC,J4,LIMA,PLATA,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION DE EMPRESAS,TOYOTA,AVENSIS,LIMA,TURQUESA OSCURO MICA,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,25,AREQUIPA,AREQUIPA,YANAHUARA,BACHILLER EN ADMINISTRACION DE EMPRESAS,AUDI,Q7,LIMA,BLANCO GLACIAR,SUV,7,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,JESUS MARIA,BACHILLER EN ADMINISTRACION DE EMPRESAS,JEEP,RENEGADE LONGITUDE,LIMA,ROJO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,AREQUIPA,AREQUIPA,YANAHUARA,BACHILLER EN ADMINISTRACION DE EMPRESAS,HYUNDAI,I30,LIMA,ROJO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN ISIDRO,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,MAZDA,CX-5,LIMA,BLANCO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIO,MG,MG 5,LIMA,GRIS OSCURO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MAGDALENA DEL MAR,BACHILLER EN ADMINISTRACION DE SERVICIOS TURISTICO,CHEVROLET,AVEO,LIMA,GRIS,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ADMINISTRACION EN TURISMO,MAZDA,CX-5,LIMA,BLANCO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,SAN BORJA,BACHILLER EN ADMINISTRACION HOTELERA,HONDA,PILOT,LIMA,NEGRO CRYSTAL,SUV,8,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SAN BORJA,BACHILLER EN ADMINISTRACION HOTELERA,HONDA,CIVIC,LIMA,NEGRO CRYSTAL,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN ISIDRO,BACHILLER EN ADMINISTRACION Y FINANZAS,JEEP,GRAND CHEROKEE LAREDO,LIMA,GRIS,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN ADMINISTRACION Y NEGOCIOS INTERNACION,CHANGAN,CX70,LIMA,NEGRO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ARQUITECTURA,BMW,X3,LIMA,AZUL PROFUNDO METALIZADO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN ARQUITECTURA,VOLKSWAGEN,CROSSFOX,LIMA,ROJO TORNADO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MIRAFLORES,BACHILLER EN ARQUITECTURA,CITROEN,NOUVELLE C4 VTI 120 BVM,LIMA,GRIS TORIO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,SAN BORJA,BACHILLER EN CIENCIAS ADMINISTRACION DE EMPRESAS,TOYOTA,COROLLA,LIMA,PLATA METALICO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,33,PIURA,PIURA,PIURA,BACHILLER EN CIENCIAS ADMINISTRATIVAS,CHEVROLET,ORLANDO,TRUJILLO,GRIS ACERO,MULTIPROPOSITO,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BACHILLER EN CIENCIAS ADMINISTRATIVAS,FIAT,500,LIMA,GRIS,HATCHBACK,4,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,LOS OLIVOS,BACHILLER EN CIENCIAS ADMINISTRATIVAS,TOYOTA,YARIS XLi 1.3 A/T,LIMA,NEGRO METALICO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,INDEPENDENCIA,BACHILLER EN CIENCIAS AGRARIAS,NISSAN,KICKS,LIMA,PLATA,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,LA MOLINA,BACHILLER EN CIENCIAS AGRARIAS,TOYOTA,YARIS,LIMA,ROJO MICA METALICO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN CIENCIAS BIOLOGICAS,VOLKSWAGEN,GOL SEDAN ESTILO 1.6,LIMA,GRIS EXTREMO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS CON MENCION EN INGENIERIA IN,MITSUBISHI,OUTLANDER,LIMA,GRIS OSCURO METALICO,,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,COMAS,BACHILLER EN CIENCIAS CON MENCION EN INGENIERIA IN,MAZDA,MAZDA 3,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN CIENCIAS CON MENCION EN INGENIERIA IN,VOLKSWAGEN,POLO,LIMA,NEGRO PERLADO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,SAN MIGUEL,BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS,KIA,PICANTO,LIMA,ROJO SEÑAL,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,LINCE,BACHILLER EN CIENCIAS DE LA ADMINISTRACION AEROESP,HONDA,CR-V,LIMA,GRIS TITANIUM,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN CIENCIAS DE LA COMUNICACION,CHEVROLET,ONIX,LIMA,PLATA SWITCHBLADE,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,32,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS DE LA COMUNICACION,CHEVROLET,N300,LIMA,PLATA TWINKLING,MULTIPROPOSITO,8,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,31,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN CIENCIAS DE LA COMUNICACION,TOYOTA,YARIS,LIMA,GRIS OSCURO METALICO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,PUEBLO LIBRE,BACHILLER EN CIENCIAS DE LA EDUCACION,DAIHATSU,TERIOS,LIMA,BLANCO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CIENCIAS ECONOMICAS,JEEP,PATRIOT,LIMA,GRIS,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS ECONOMICAS,NISSAN,BAMALBFB13SW01,TRUJILLO,PLATA AZULADO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN CIENCIAS ECONOMICAS,CHEVROLET,AVEO,LIMA,PLATA SWITCHBLADE,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CIENCIAS ECONOMICAS,SUBARU,XV,LIMA,GRIS MAGNETO METALICO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,PIURA,PIURA,PIURA,BACHILLER EN CIENCIAS EMPRESARIALES,NISSAN,SENTRA,LIMA,AZUL GRAFITO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,CAÑETE,SAN LUIS,BACHILLER EN CIENCIAS FARMACEUTICAS Y BIOQUIMICA,TOYOTA,COROLLA CROSS,LIMA,PLATA METALICO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN MARTIN DE PORRES,BACHILLER EN CIENCIAS FINANCIERAS Y CONTABLES,CHEVROLET,CAPTIVA,LIMA,GUINDA,SUV,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SANTA ANITA,BACHILLER EN CIENCIAS FINANCIERAS Y CONTABLES,HYUNDAI,ELANTRA/98,LIMA,ROJO,,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,BACHILLER EN CIENCIAS FINANCIERAS Y CONTABLES,HYUNDAI,I30,LIMA,GRIS GRAFITO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,MIRAFLORES,BACHILLER EN CIENCIAS INGENIERIA CIVIL,DODGE,DURANGO GT,LIMA,MARRON,SUV,7,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,LOS OLIVOS,BACHILLER EN CIENCIAS SOCIALES TRABAJO SOCIAL,MAZDA,MAZDA 2,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN ISIDRO,BACHILLER EN CIENCIAS Y ARTES DE LA COMUNICACION C,HONDA,CR-V,LIMA,BLANCO DIAMOND,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN COMPUTACION E INFORMATICA,FORD,###########,TRUJILLO,ROJO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN COMUNICACION,HONDA,HR-V,LIMA,ROJO MILANO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN COMUNICACION Y PUBLICIDAD,SSANG YONG,TIVOLI,LIMA,BLANCO GRAND,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,MAGDALENA DEL MAR,BACHILLER EN CONTABILIDAD,HONDA,CB125F,LIMA,ROJO,MOTOCICLETA,2,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LAMBAYEQUE,CHICLAYO,LA VICTORIA,BACHILLER EN CONTABILIDAD,SUZUKI,SWIFT,TRUJILLO,NEGRO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN CONTABILIDAD,MAZDA,323 GLX,LIMA,BEIGE,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,LURIGANCHO,BACHILLER EN CONTABILIDAD,KIA,SORENTO,LIMA,BLANCO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CONTABILIDAD,HYUNDAI,ACCENT,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SAN JUAN DE LURIGANCHO,BACHILLER EN CONTABILIDAD,HYUNDAI,NEW ELANTRA,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,LA MOLINA,BACHILLER EN CONTABILIDAD CONTABILIDAD,HONDA,WR-V,LIMA,PLATA SILVER,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN CONTABILIDAD CONTABILIDAD,MG,MG3,LIMA,NEGRO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LA LIBERTAD,TRUJILLO,TRUJILLO,BACHILLER EN CONTABILIDAD Y FINANZAS,KIA,CERATO,TRUJILLO,BEIGE OSCURO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN DERECHO,VOLKSWAGEN,GOLF,LIMA,BLANCO PURO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,32,LA LIBERTAD,GRAN CHIMU,CASCAS,BACHILLER EN DERECHO,NISSAN,SENTRA,TRUJILLO,PLATA,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,MIRAFLORES,BACHILLER EN DERECHO,SUZUKI,CELERIO,LIMA,PLATA,HATCHBACK,4,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN DERECHO,HYUNDAI,TUCSON,LIMA,GRIS OSCURO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN LUIS,BACHILLER EN DERECHO,JEEP,GRAND CHEROKEE LAREDO,LIMA,NEGRO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,PUCUSANA,BACHILLER EN DERECHO,HYUNDAI,ELANTRA,LIMA,PLATA METALIZADO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,BACHILLER EN DERECHO,CHERY,TIGGO 2,LIMA,BLANCO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,RIMAC,BACHILLER EN DERECHO,TOYOTA,AVANZA,LIMA,GRIS METALICO,MULTIPROPOSITO,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,MIRAFLORES,BACHILLER EN DERECHO,AUDI,A4,LIMA,GRIS MANHATTAN,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,SAN BORJA,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,HYUNDAI,ACCENT,LIMA,DORADO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,ANCASH,HUARAZ,HUARAZ,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,TOYOTA,RAV4,LIMA,ROJO MICA,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,BREÑA,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,KIA,SPORTAGE,LIMA,PLATA BRILLANTE,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN ECONOMIA,BMW,X1,LIMA,NEGRO ZAFIRO METALIZADO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN ECONOMIA Y NEGOCIOS INTERNACIONALES,HONDA,WR-V,LIMA,GRIS STEEL,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,SAN BORJA,BACHILLER EN EDUCACION,MINI,HATCH,LIMA,BLANCO ROJO,HATCHBACK,4,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,35,ANCASH,SANTA,CHIMBOTE,BACHILLER EN EDUCACION,KIA,RIO,TRUJILLO,BLANCO CLARO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,JESUS MARIA,BACHILLER EN EDUCACION INICIAL,KIA,CERATO,LIMA,BEIGE OSCURO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,AREQUIPA,AREQUIPA,AREQUIPA,BACHILLER EN ENFERMERIA,HYUNDAI,i20,AREQUIPA,ROJO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER EN ENFERMERIA,HYUNDAI,EXCEL GLS,LIMA,AZUL OSCURO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN ENFERMERIA,NISSAN,X-TRAIL,LIMA,GRIS METALICO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,UCAYALI,CORONEL PORTILLO,YARINACOCHA,BACHILLER EN ENFERMERIA,SSANG YONG,TIVOLI,LIMA,GRIS TECHNO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,COMAS,BACHILLER EN ENFERMERIA,CHEVROLET,TRACKER,LIMA,PLATA SWITCHBLADE,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,VILLA EL SALVADOR,BACHILLER EN FARMACIA Y BIOQUIMICA,CHEVROLET,AVEO,LIMA,PLATA SWITCHBLADE,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,PUEBLO LIBRE,BACHILLER EN HUMANIDADES CON MENCION EN LINGUISTIC,GEELY,EC7,LIMA,BLANCO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,PIURA,TALARA,PARIÑAS,BACHILLER EN INGENIERIA AGROINDUSTRIAL E INDUSTRIA,VOLKSWAGEN,111-021,LIMA,AZUL PERLADO,PICK UP,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN JUAN DE MIRAFLORES,BACHILLER EN INGENIERIA AMBIENTAL,VOLKSWAGEN,GOLF MANHATTAN,LIMA,AZUL,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN INGENIERIA CIVIL,SUZUKI,APV,LIMA,PLATA,MULTIPROPOSITO,8,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,MAGDALENA DEL MAR,BACHILLER EN INGENIERIA CIVIL,HYUNDAI,NEW TUCSON,LIMA,GUINDA,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,MIRAFLORES,BACHILLER EN INGENIERIA CIVIL,SUZUKI,SWIFT,LIMA,BLANCO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,AREQUIPA,AREQUIPA,AREQUIPA,BACHILLER EN INGENIERIA CIVIL,NISSAN,QASHQAI,AREQUIPA,ROJO PERLADO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,BACHILLER EN INGENIERIA CIVIL,NISSAN,X-TRAIL,LIMA,PLATA METALICO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,ANCASH,SANTA,CHIMBOTE,BACHILLER EN INGENIERIA CIVIL,HYUNDAI,TUCSON,LIMA,BLANCO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,MIRAFLORES,BACHILLER EN INGENIERIA CIVIL,BMW,X5,LIMA,AZUL MONACO METALIZADO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN INGENIERIA DE COMPUTACION Y SISTEMAS,NISSAN,X-TRAIL,LIMA,GRIS METALICO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LA MOLINA,BACHILLER EN INGENIERIA DE COMPUTACION Y SISTEMAS,NISSAN,PRIMERA,LIMA,AZUL OSCURO PERLADO,STATION WAGON,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,32,CUSCO,CUSCO,WANCHAQ,BACHILLER EN INGENIERIA DE MINAS,MAXUS,D60,CUSCO,NEGRO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,CAJAMARCA,CAJAMARCA,CAJAMARCA,BACHILLER EN INGENIERIA DE MINAS,HONDA,CR-V,LIMA,AZUL OBSIDIAN,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,CAJAMARCA,CAJAMARCA,ENCAÑADA,BACHILLER EN INGENIERIA DE MINAS,TOYOTA,HILUX,TRUJILLO,BLANCO,PICK UP,5,CARGA/TRANSPORTE,1
DEPENDIENTE,A,MASCULINO,30,LIMA,LIMA,SANTIAGO DE SURCO,BACHILLER EN INGENIERIA DE SISTEMAS,SUBARU,FORESTER,LIMA,AZUL HORIZONTE,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,31,AREQUIPA,AREQUIPA,AREQUIPA,BACHILLER EN INGENIERIA DE SISTEMAS,HAVAL,HAVAL H2,AREQUIPA,BLANCO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,LIMA,LIMA,CHORRILLOS,BACHILLER EN INGENIERIA DE SISTEMAS,DFSK,GLORY,LIMA,PLATA METALICO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,32,LIMA,LIMA,LA MOLINA,BACHILLER EN INGENIERIA DE SISTEMAS,KIA,SPORTAGE,LIMA,AZUL AÑEJO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,ANCASH,HUARAZ,HUARAZ,BACHILLER EN INGENIERIA DE SISTEMAS,MITSUBISHI,MIRAGE,LIMA,ROJO METALICO,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,ICA,ICA,ICA,BACHILLER EN INGENIERIA DE SISTEMAS,VOLKSWAGEN,CROSSFOX,LIMA,NEGRO NINJA,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,CHACLACAYO,BACHILLER EN INGENIERIA DE SISTEMAS,MAZDA,MAZDA 3,LIMA,ROJO CRISTAL,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN BORJA,BACHILLER EN INGENIERIA DE TELECOMUNICACIONES,TOYOTA,AVANZA,LIMA,PLATA METALICO,MULTIPROPOSITO,7,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,31,LIMA,LIMA,MIRAFLORES,BACHILLER EN INGENIERIA DE TELECOMUNICACIONES,TOYOTA,HILUX,LIMA,BLANCO,PICK UP,5,CARGA/TRANSPORTE,1
DEPENDIENTE,A,FEMENINO,32,LIMA,LIMA,LIMA,BACHILLER EN INGENIERIA DE TRANSPORTES,SUBARU,XV,LIMA,AZUL PERLADO LAPIS,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,SAN MIGUEL,BACHILLER EN INGENIERIA ELECTRICA,KIA,PICANTO,LIMA,PLATA BRILLANTE,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN INGENIERIA ELECTRICA,FORD,ESCAPE,LIMA,PLATA,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,32,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,BACHILLER EN INGENIERIA ELECTRONICA,HONDA,CR-V,AREQUIPA,ROJO PASSION,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,SAN ISIDRO,BACHILLER EN INGENIERIA ELECTRONICA,HYUNDAI,i20,LIMA,BLANCO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,ANCASH,SANTA,NUEVO CHIMBOTE,BACHILLER EN INGENIERIA EN ENERGIA,MERCEDES-BENZ,GLA 200,LIMA,GRIS,SUV,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,31,AREQUIPA,AREQUIPA,MARIANO MELGAR,BACHILLER EN INGENIERIA GEOLOGICA,PEUGEOT,301,AREQUIPA,BLANCO BANQUISE,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,30,LIMA,LIMA,LA MOLINA,BACHILLER EN INGENIERIA INDUSTRIAL,TOYOTA,NEW RAV4 2.5 4X2 MT,LIMA,BEIGE OSCURO MICA,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,30,JUNIN,HUANCAYO,EL TAMBO,BACHILLER EN INGENIERIA INDUSTRIAL,MITSUBISHI,ASX,LIMA,GRIS OSCURO METALICO,SUV,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,32,AREQUIPA,AREQUIPA,AREQUIPA,BACHILLER EN INGENIERIA INDUSTRIAL,MITSUBISHI,OUTLANDER,AREQUIPA,ROJO METALICO,SUV,7,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,31,LIMA,LIMA,SAN MIGUEL,BACHILLER EN INGENIERIA INDUSTRIAL,MAZDA,MAZDA 3,LIMA,GRIS,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,FEMENINO,20,AREQUIPA,AREQUIPA,CERRO COLORADO,BACHILLER EN INGENIERIA INDUSTRIAL,MERCEDES-BENZ,C 180 BLUE EFFICIENCY,LIMA,BLANCO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LOS OLIVOS,BACHILLER EN INGENIERIA INDUSTRIAL,HYUNDAI,SONATA,LIMA,NEGRO,SEDAN,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,LIMA,BACHILLER EN INGENIERIA INDUSTRIAL,CHEVROLET,SONIC,LIMA,BLANCO NIEVE,HATCHBACK,5,PARTICULAR,1
DEPENDIENTE,A,MASCULINO,20,LIMA,LIMA,ATE,BACHILLER EN INGENIERIA INDUSTRIAL,KIA,SPORTAGE,LIMA,PLATA MINERAL,SUV,5,PARTICULAR,1
